,Date,AAPL,ADBE,AMZN,BA,CMCSA,CSCO,CVX,DIS,FB,GOOGL,INTC,KO,LOW,MCD,MSFT,MU,NFLX,NKE,PEP,SBUX,T,TGT,VZ,WMT,XOM,Mean Rating,Mean Description,# of Ratings,Buy (%),Overweight (%),Hold (%),Underweight (%),Sell (%),Mean Tgt Price,# of Tgt Prices,Tgt Price Implied Return (%),0 days,1 days,7 days,30 days
276,2015-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.74,Overweight ,27,29.6,0.0,63.0,7.4,0.0,<function <listcomp>.<lambda> at 0x0000017E54675488>,19,9.0,95.07,95.760002,96.68,99.169998
277,2015-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.72,Overweight ,29,31.0,0.0,62.1,6.9,0.0,<function <listcomp>.<lambda> at 0x0000017E54675510>,21,5.3,98.529999,98.779999,101.769997,112.25
278,2015-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.62,Overweight ,30,40.0,0.0,56.7,3.3,0.0,<function <listcomp>.<lambda> at 0x0000017E54675598>,22,1.3,118.139999,117.580002,115.660004,124.610001
279,2016-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.55,Overweight ,31,45.2,3.2,48.4,3.2,0.0,<function <listcomp>.<lambda> at 0x0000017E54675620>,23,2.1,125.68,127.019997,128.139999,128.199997
280,2016-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.57,Overweight ,30,43.3,3.3,50.0,3.3,0.0,<function <listcomp>.<lambda> at 0x0000017E546756A8>,23,8.8,120.339996,120.400002,120.919998,118.010002
281,2016-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6,Overweight ,31,38.7,6.5,51.6,3.2,0.0,<function <listcomp>.<lambda> at 0x0000017E54675730>,23,12.5,115.360001,114.639999,113.449997,112.57
282,2016-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.53,Overweight ,31,45.2,6.5,45.2,3.2,0.0,<function <listcomp>.<lambda> at 0x0000017E546757B8>,26,5.4,121.720001,119.620003,120.760002,123.019997
283,2017-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.57,Overweight ,30,40.0,6.7,53.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54675840>,22,3.5,129.610001,129.610001,129.960007,141.149994
284,2017-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.39,Overweight ,32,56.3,9.4,34.4,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E546758C8>,25,3.6,153.160004,152.5,156.270004,155.139999
285,2017-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.38,Overweight ,33,57.6,9.1,33.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54675950>,27,9.9,156.679993,156.960007,159.600006,166.229996
286,2017-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.37,Overweight ,34,58.8,8.8,32.4,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E546759D8>,28,4.8,172.119995,173.220001,174.050003,177.770004
287,2018-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.36,Overweight ,32,59.4,9.4,31.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54675A60>,26,19.2,156.380005,157.720001,163.949997,167.440002
288,2018-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4,Overweight ,31,54.8,9.7,35.5,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54675AE8>,27,18.9,156.690002,156.869995,159.419998,158.639999
289,2018-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4,Overweight ,31,54.8,9.7,35.5,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54675B70>,27,9.0,167.289993,166.669998,166.570007,173.229996
290,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.29,Overweight ,33,66.7,9.1,24.2,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54675BF8>,29,9.7,177.570007,176.059998,180.220001,181.770004
291,2019-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.26,Overweight ,29,69.0,10.3,20.7,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54675C80>,24,4.5,189.899994,188.389999,190.710007,197.119995
292,2019-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.27,Overweight ,30,70.0,6.7,23.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54675D08>,25,4.8,207.660004,206.300003,211.240005,214.979996
293,2019-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.26,Overweight ,31,71.0,6.5,22.6,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54675D90>,26,8.9,214.710007,209.020004,211.919998,196.889999
294,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.31,Overweight ,32,65.6,6.3,28.1,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54675E18>,28,15.4,195.179993,195.179993,195.179993,195.179993
295,2014-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.62,Overweight ,37,43.2,5.4,40.5,5.4,5.4,<function <listcomp>.<lambda> at 0x0000017E54675EA0>,34,7.5,46.450001,46.759998,46.23,40.400002
296,2015-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.74,Overweight ,37,35.1,5.4,43.2,8.1,8.1,<function <listcomp>.<lambda> at 0x0000017E54675F28>,33,15.3,40.66,40.720001,41.529999,48.639999
297,2015-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.65,Overweight ,34,44.1,5.9,35.3,5.9,8.8,<function <listcomp>.<lambda> at 0x0000017E54676048>,30,12.9,44.150002,44.450001,44.299999,46.880001
298,2015-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.61,Overweight ,35,45.7,8.6,31.4,5.7,8.6,<function <listcomp>.<lambda> at 0x0000017E546760D0>,32,13.5,44.259998,44.610001,46.799999,52.639999
299,2015-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.51,Overweight ,36,50.0,11.1,30.6,2.8,5.6,<function <listcomp>.<lambda> at 0x0000017E54676158>,33,3.5,55.48,54.799999,52.169998,54.709999
300,2016-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.51,Overweight ,35,51.4,8.6,31.4,2.9,5.7,<function <listcomp>.<lambda> at 0x0000017E546761E0>,33,6.7,55.23,55.57,54.459999,50.610001
301,2016-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.46,Overweight ,35,57.1,8.6,25.7,2.9,5.7,<function <listcomp>.<lambda> at 0x0000017E54676268>,33,13.6,51.169998,51.16,51.380001,56.580002
302,2016-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.53,Overweight ,35,51.4,5.7,34.3,2.9,5.7,<function <listcomp>.<lambda> at 0x0000017E546762F0>,32,3.5,57.599998,57.419998,57.799999,59.919998
303,2016-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.4,Overweight ,35,62.9,5.7,25.7,0.0,5.7,<function <listcomp>.<lambda> at 0x0000017E54676378>,32,5.8,62.139999,62.580002,62.84,65.129997
304,2017-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.35,Overweight ,36,66.7,2.8,27.8,0.0,2.8,<function <listcomp>.<lambda> at 0x0000017E54676400>,32,6.5,65.860001,65.550003,65.68,69.410004
305,2017-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.32,Overweight ,36,69.4,2.8,25.0,0.0,2.8,<function <listcomp>.<lambda> at 0x0000017E54676488>,33,8.7,68.93,68.169998,69.459999,72.699997
306,2017-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.32,Overweight ,33,69.7,3.0,24.2,0.0,3.0,<function <listcomp>.<lambda> at 0x0000017E54676510>,31,8.1,74.489998,74.610001,76,83.889999
307,2017-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.28,Overweight ,34,73.5,2.9,20.6,0.0,2.9,<function <listcomp>.<lambda> at 0x0000017E54676598>,30,9.2,85.540001,85.949997,88.190002,93.919998
308,2018-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.27,Overweight ,35,74.3,2.9,20.0,0.0,2.9,<function <listcomp>.<lambda> at 0x0000017E54676620>,32,15.2,91.269997,88.519997,92.379997,93.519997
309,2018-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.21,Buy ,34,79.4,5.9,11.8,0.0,2.9,<function <listcomp>.<lambda> at 0x0000017E546766A8>,32,14.3,98.610001,100.010002,101.160004,105.370003
310,2018-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.21,Buy ,34,79.4,5.9,11.8,0.0,2.9,<function <listcomp>.<lambda> at 0x0000017E54676730>,33,8.7,114.370003,115.610001,112.129997,103.849998
311,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.18,Buy ,36,80.6,8.3,8.3,0.0,2.8,<function <listcomp>.<lambda> at 0x0000017E546767B8>,34,23.9,101.57,101.120003,102.059998,106.379997
312,2019-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.18,Buy ,34,82.4,5.9,8.8,0.0,2.9,<function <listcomp>.<lambda> at 0x0000017E54676840>,30,7.9,117.940002,119.019997,119.889999,129.770004
313,2019-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.16,Buy ,31,83.9,6.5,6.5,0.0,3.2,<function <listcomp>.<lambda> at 0x0000017E546768C8>,28,7.7,133.960007,135.679993,137.059998,141.029999
314,2019-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.17,Buy ,32,81.3,9.4,6.3,0.0,3.1,<function <listcomp>.<lambda> at 0x0000017E54676950>,28,11.8,139.029999,137.070007,137.119995,144.610001
315,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.15,Buy ,33,81.8,6.1,12.1,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E546769D8>,29,6.7,149.550003,149.550003,149.550003,149.550003
317,2015-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.24,Buy ,35,74.3,8.6,14.3,0.0,2.9,<function <listcomp>.<lambda> at 0x0000017E54676A60>,32,37.0,30.67,31.24,28.5,26.68
318,2015-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.38,Overweight ,36,61.1,8.3,27.8,0.0,2.8,<function <listcomp>.<lambda> at 0x0000017E54676AE8>,32,34.8,27.93,28.42,26.59,18.73
319,2015-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.42,Overweight ,36,58.3,5.6,33.3,0.0,2.8,<function <listcomp>.<lambda> at 0x0000017E54676B70>,33,61.4,16.41,15.82,17.530001,14.98
320,2015-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.43,Overweight ,35,60.0,5.7,25.7,5.7,2.9,<function <listcomp>.<lambda> at 0x0000017E54676BF8>,29,32.5,15.93,16.549999,14.85,14.16
321,2016-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.37,Overweight ,34,61.8,8.8,23.5,5.9,0.0,<function <listcomp>.<lambda> at 0x0000017E54676C80>,28,54.0,10.63,11.07,11.58,10.48
322,2016-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,Overweight ,32,56.3,3.1,28.1,9.4,3.1,<function <listcomp>.<lambda> at 0x0000017E54676D08>,26,9.5,12.72,13.09,13,13.76
323,2016-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.41,Overweight ,27,63.0,7.4,18.5,7.4,3.7,<function <listcomp>.<lambda> at 0x0000017E54676D90>,20,0.4,16.49,16.639999,17.16,17.780001
324,2016-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.38,Overweight ,26,61.5,7.7,23.1,7.7,0.0,<function <listcomp>.<lambda> at 0x0000017E54676E18>,19,9.4,19.530001,18.48,20.440001,21.92
325,2017-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.17,Buy ,29,79.3,6.9,13.8,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54676EA0>,24,33.3,23.440001,24.549999,25.639999,28.969999
326,2017-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.19,Buy ,31,77.4,6.5,16.1,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54676F28>,26,26.7,30.77,30.76,32.5,29.860001
327,2017-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.19,Buy ,31,77.4,6.5,16.1,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54677048>,27,35.4,31.969999,32.599998,32.790001,40.009998
328,2017-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2,Buy ,32,75.0,9.4,15.6,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E546770D0>,27,27.2,42.389999,41.990002,43.200001,43.669998
329,2018-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.16,Buy ,31,80.6,6.5,12.9,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54677158>,27,22.2,48.810001,47.619999,53.970001,50.060001
330,2018-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.28,Overweight ,30,73.3,3.3,20.0,0.0,3.3,<function <listcomp>.<lambda> at 0x0000017E546771E0>,28,34.5,57.59,58.740002,59.630001,54.48
331,2018-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.29,Overweight ,34,70.6,5.9,20.6,0.0,2.9,<function <listcomp>.<lambda> at 0x0000017E54677268>,29,55.1,52.52,51.93,44.860001,45.150002
332,2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4,Overweight ,34,61.8,0.0,35.3,2.9,0.0,<function <listcomp>.<lambda> at 0x0000017E546772F0>,28,60.6,38.560001,40.029999,35.310001,31.73
333,2019-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.42,Overweight ,33,57.6,3.0,36.4,3.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54677378>,26,18.0,40.880001,41.580002,37.830002,42.25
334,2019-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.54,Overweight ,35,54.3,2.9,31.4,2.9,8.6,<function <listcomp>.<lambda> at 0x0000017E54677400>,28,44.6,32.610001,32.689999,33.990002,40.110001
335,2019-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.53,Overweight ,32,53.1,3.1,34.4,3.1,6.3,<function <listcomp>.<lambda> at 0x0000017E54677488>,26,5.8,45.27,44.990002,48.970001,42.849998
336,2019-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,Overweight ,35,54.3,5.7,31.4,2.9,5.7,<function <listcomp>.<lambda> at 0x0000017E54677510>,30,15.6,47.509998,46.389999,46.389999,46.389999
337,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,Overweight ,35,54.3,5.7,31.4,2.9,5.7,<function <listcomp>.<lambda> at 0x0000017E54677598>,30,15.6,46.389999,46.389999,46.389999,46.389999
338,2014-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.69,Overweight ,42,33.3,4.8,54.8,4.8,2.4,<function <listcomp>.<lambda> at 0x0000017E54677620>,37,20.4,48.80143,49.848572,46.742859,63.114285
339,2015-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.63,Overweight ,44,40.9,6.8,43.2,4.5,4.5,<function <listcomp>.<lambda> at 0x0000017E546776A8>,38,5.8,59.527142,59.017143,60.494286,79.5
340,2015-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.56,Overweight ,44,47.7,9.1,34.1,2.3,6.8,<function <listcomp>.<lambda> at 0x0000017E54677730>,39,-5.1,93.848572,93.635712,94.091431,111.559998
341,2015-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.57,Overweight ,43,46.5,9.3,34.9,2.3,7.0,<function <listcomp>.<lambda> at 0x0000017E546777B8>,38,14.0,103.260002,105.980003,108.099998,108.379997
342,2015-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.55,Overweight ,44,50.0,2.3,40.9,2.3,4.5,<function <listcomp>.<lambda> at 0x0000017E54677840>,40,7.3,114.379997,109.959999,114.559998,94.089996
343,2016-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.56,Overweight ,44,47.7,6.8,38.6,0.0,6.8,<function <listcomp>.<lambda> at 0x0000017E546778C8>,40,23.4,102.230003,105.699997,104.449997,93.110001
344,2016-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.57,Overweight ,43,48.8,7.0,32.6,4.7,7.0,<function <listcomp>.<lambda> at 0x0000017E54677950>,39,27.2,91.480003,96.669998,95.099998,94.370003
345,2016-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.64,Overweight ,42,47.6,7.1,28.6,2.4,14.3,<function <listcomp>.<lambda> at 0x0000017E546779D8>,37,5.5,98.550003,102.629997,104.82,124.870003
346,2016-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6,Overweight ,42,50.0,7.1,28.6,2.4,11.9,<function <listcomp>.<lambda> at 0x0000017E54677A60>,37,1.1,123.800003,127.489998,131.070007,141.220001
347,2017-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.49,Overweight ,43,53.5,9.3,30.2,0.0,7.0,<function <listcomp>.<lambda> at 0x0000017E54677AE8>,38,3.3,147.809998,146.919998,143.110001,155.350006
348,2017-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.51,Overweight ,41,51.2,9.8,31.7,0.0,7.3,<function <listcomp>.<lambda> at 0x0000017E54677B70>,36,6.5,149.410004,146.169998,150.179993,181.660004
349,2017-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.47,Overweight ,43,55.8,9.3,27.9,0.0,7.0,<function <listcomp>.<lambda> at 0x0000017E54677BF8>,39,3.7,181.350006,177.009995,198.020004,198.369995
350,2017-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.48,Overweight ,44,54.5,9.1,29.5,0.0,6.8,<function <listcomp>.<lambda> at 0x0000017E54677C80>,40,12.5,191.960007,201.070007,209.990005,284.589996
351,2018-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.55,Overweight ,48,47.9,10.4,33.3,0.0,8.3,<function <listcomp>.<lambda> at 0x0000017E54677D08>,43,-3.5,295.350006,280.290009,293.970001,312.459991
352,2018-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,Overweight ,42,50.0,9.5,35.7,0.0,4.8,<function <listcomp>.<lambda> at 0x0000017E54677D90>,40,-9.7,391.429993,398.179993,408.25,334.959991
353,2018-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.52,Overweight ,44,52.3,9.1,29.5,0.0,9.1,<function <listcomp>.<lambda> at 0x0000017E54677E18>,42,0.8,374.130005,381.429993,351.350006,284.839996
354,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4,Overweight ,40,57.5,10.0,30.0,0.0,2.5,<function <listcomp>.<lambda> at 0x0000017E54677EA0>,36,48.9,267.660004,267.660004,315.339996,340.660004
355,2019-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.43,Overweight ,43,60.5,7.0,25.6,0.0,7.0,<function <listcomp>.<lambda> at 0x0000017E54677F28>,38,12.1,356.559998,366.959991,365.48999,371.829987
356,2019-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.35,Overweight ,40,67.5,5.0,22.5,0.0,5.0,<function <listcomp>.<lambda> at 0x0000017E54678048>,35,11.9,367.320007,374.600006,380.549988,332.700012
357,2019-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.38,Overweight ,40,65.0,5.0,25.0,0.0,5.0,<function <listcomp>.<lambda> at 0x0000017E546780D0>,35,46.9,267.619995,269.579987,274.459991,291.450012
358,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.48,Overweight ,42,59.5,4.8,26.2,0.0,9.5,<function <listcomp>.<lambda> at 0x0000017E54678158>,37,16.4,309.98999,309.98999,309.98999,309.98999
360,2015-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.39,Overweight ,31,58.1,6.5,35.5,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E546781E0>,25,5.8,48.560001,49.375,48.455002,50.445
361,2015-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.37,Overweight ,30,60.0,6.7,33.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54678268>,26,8.1,50.834999,50.880001,51.014999,53.834999
362,2015-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.27,Overweight ,30,70.0,6.7,23.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E546782F0>,26,7.6,55.875,54.314999,55.875,61.485001
363,2015-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.19,Buy ,32,78.1,6.3,15.6,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54678378>,29,5.7,66.139999,66.654999,65.800003,63.25
364,2016-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.21,Buy ,33,75.8,6.1,18.2,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54678400>,30,17.6,61.59,62.919998,59.25,62.040001
365,2016-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.21,Buy ,31,77.4,3.2,19.4,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54678488>,29,30.7,55.220001,54.93,53.549999,55.200001
366,2016-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.36,Overweight ,32,59.4,9.4,31.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54678510>,28,13.4,57.639999,58.540001,57.720001,52.650002
367,2016-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.39,Overweight ,33,57.6,9.1,30.3,3.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54678598>,29,25.0,50.07,50.650002,52.099998,50.830002
368,2017-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.44,Overweight ,35,51.4,11.4,34.3,2.9,0.0,<function <listcomp>.<lambda> at 0x0000017E54678620>,31,8.2,57.16,57.950001,56.549999,56.040001
369,2017-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.46,Overweight ,36,50.0,11.1,36.1,2.8,0.0,<function <listcomp>.<lambda> at 0x0000017E546786A8>,30,15.4,52.990002,52.299999,53.23,59
370,2017-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.51,Overweight ,36,44.4,11.1,41.7,2.8,0.0,<function <listcomp>.<lambda> at 0x0000017E54678730>,30,14.9,52.810001,53.360001,52.389999,51.869999
371,2017-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.58,Overweight ,36,36.1,13.9,47.2,2.8,0.0,<function <listcomp>.<lambda> at 0x0000017E546787B8>,31,-2.1,60.419998,59.880001,60.599998,63.490002
372,2018-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.53,Overweight ,36,41.7,13.9,41.7,2.8,0.0,<function <listcomp>.<lambda> at 0x0000017E54678840>,30,1.3,67.029999,66.32,64.169998,64.120003
